years_in_field,years_in_role,job_title_open,job_category_select,org-type_select,team-size,org-size_bucket,org-uxr-maturity_bucket,desc-of-work_open,reops-member_bucket,org-skill-ladder_bucket,org-reops-supt_bucket,work-towards-goal_bucket,goal-desc_open,goal-desc_tags,craft-important_1,craft-important_2,craft-important_3,craft-desired_1,craft-desired_2,craft-desired_3,craft-write-in_open,h1_biz-strategy_rating,h2_delivery-disciplines_rating,h3_org-diplomacy_rating,h4_service-conceptual_rating,h5_stakeholder-mgmt-comms_rating,h6_project-mgmt_rating,h7_research-process-mgmt_rating,h8_reops-prowess_rating,h9_technical-research-skills_rating,h10_persuation-articulation_rating,h11_interpersonal-relationships_rating,h12_prof-relationships_rating,h13_mindful-work-reflection_rating,biggest-challenge_open,biggest-challenge_tags,explore-excited_open,explore-excited_tags,one-next-step_open,one-next-step_tags,optional-other_open
2,1,Digital Producer,other,Public sector,3,"1,001+",Progressing,"Website optimisation, usability testing and user research, data analysis, design and project management.",No,No,Yes,I'm not sure,,,501,301,601,204,403,108,,2,2,3,3,4,4,4,2,4,4,3,2,3,Understanding stakeholders' needs and help them to create their research questions and plan all research needed/timings.,"stakeholder & expectation mgt,(product) impact/actionable insight,time,training/supporting",How to triangulate quantitative and qualitative data to present findings and get better insights/develop user journeys and IA techniques.,mixed methods,"Not sure yet, I need to reflect on this.",mindfulness/reflection,
2,1,UX Consultant,other,Agency,4,2–10,Mature,Working with clients to help them find out what users think.,On Waitlist,No,Yes,No,,,,,,,,,,3,,5,4,3,3,3,,3,3,1,2,2,Understanding the big picture of my research findings to report back to my client.,"communication/storytelling,external",Learning how to be better at what I do. Learning all the skills.,"learning/mentors ,mindfulness/reflection",Talk to my manager.,misc,In-house and consultancy are very different.
5,0.3,Left blank,other,Freelance,0,1,Progressing,Product and web design. Some branding also.,No,Self-employed,Self-employed,I'm not sure,Understanding what I already know. Validating that what I do is best practice.,"learning/mentors,methods practice/skills",301,604,403,503,503,605,,4,3,4,5,4,4,3,2,2,3,4,3,3,"Time allocated (budget), understanding of its value to client. Ability and core skills is only part of my remit.","time,budget,external",Having a solid understanding of basics = confidence! Becoming better = selling more value to clients.,"evangelize research,learning/mentors ,quote",Find a mentor! Practice more. Read more.,learning/mentors,
10,3,Director of UX Instruction,other,In-house private sector,2,11–20,Progressing,Educating adults who are career switching into UX design through leading a UX immersive practice program.,No,No,No,No,,,610,609,504,609,610,504,,2,5,2,3,2,3,2,2,4,4,4,4,4,,,,,,,
2,1,Research Specialist,researcher,In-house private sector,,"1,001+",Progressing,Employee experience strategy; occasional product user research,No,No,Yes,No,,,501,503,508,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Experience Researcher,researcher,Agency,1,101–500,Early,qualitative research and training others/non researchers; service blueprinting; user journeys; evangelizing research methods and findings acors the org,No,No,No,I'm not sure,Incorporating ethical discussion int project work - dark user scenarios and systematic /social impact,ethics/privacy,501,604,407,602,112,605,winning their love,3,3,3,3,3,3,4,4,2,4,4,3,5,communicating the value of qualitative research without reducing complexity,"communication/storytelling,evangelize research / value",Ethics,inclusive design/resp tech,"start to teach ethics - meetup, women in tech, bookclub","inclusive design/resp tech,exchange/networking",no dystopia please
1,1,Associate UX Researcher,researcher,In-house private sector,20,"1,001+",Progressing,"discovery research, usability testing, analysis, research support",No,,Yes,Yes,leaner research practices,"learning/mentors,rigour/standards",204,102,505,206,301,609,,,3,3,3,3,4,2,4,3,3,4,2,4,deciphering the difference between lack of experience with methods and approaches,misc,"leaner practices, design/discovery sprints","workshops/design sprints,time",seconder research to understand methods,method practice/skills,
7,1.5,Senior UX Designer/Researcher,researcher,In-house private sector,0,101–500,Laggard,UX design with a heavy emphasis on visual design. Only understood research is usability testing or outsourced to agencies.,No,No,No,Yes,"Would like to further develop research standing in organisation and promote research through collaboration with local businesses, either through this or living lab.",ops/scaling,203,603,604,206,403,601,,2,3,2,4,4,4,4,3,2,3,1,2,3,Communicating benefits and needs of research; Changing corporate structure and influence of non-creatives/designers making research and design decisions.,"communication/storytelling,training/supporting,collaboration,evangelize research / value","Using research in new, non work-related ways to help local communities/organisations.","quote,misc",Exploring and networking with local researchers and research practitioners.,exchange/networking,Excellent session! Thank you!
6,2.5,Digital Project Lead,other,Public sector,10,"1,001+",Laggard,"User research, project discovery and delivery",No,No,No,No,,,503,308,506,307,607,507,,4,2,3,3,4,4,4,1,3,4,3,2,2,Being able to assign enough time/resource.,time,Using different research techniques and understanding what works well for my organisation/team.,methods practice/skills,Look at user research training and qualification.,"learning/mentors,(UX) course",That there isn't one specific career path or journey - can move between skills and roles.
12,1,UX Manager,designer,Public sector,3,"1,001+",Early,Leading UX on large scale projects for charity.,No,No,No,No,,,604,603,503,604,603,503,,1,4,3,3,3,3,4,4,5,4,2,3,3,Getting buy-in from the organisation to include user research early on projects.,"trust/buy-in,integration into product dev cycle",Research techniques in the field.,methods practice/skills,Focus on human skills in the organisation and interpersonal relationships.,soft skills,
15,10,"None (we don't have job titles) - ""consultant"" when forced",other,Agency,2,2–10,Mature,Working with clients to help install/improve user research practice in their orgs - and effectively integrate with their product/delivery org.,Yes,No,No,Yes,Building a framework to help clients kickstart a user research/ReOps practice in their org.,"rigour/standards,ops/scaling",,610,,,,,,5,5,4,5,4,4,4,3,4,4,4,4,3,Building research practice/people inside client orgs,"integration into product dev cycle,external","ResearchOps, because it's helping with building research practice/people inside client orgs",ResearchOps,Articulating framework for building research practice/people inside client orgs from previous client experiences,"misc,ResearchOps",Surprised at the lack of management/leadership skills talked about
6,2,Sr. UX Designer,designer,In-house private sector,0,11–20,Early,UX instructor at Prime. Helping people career switch into UX with a practice based program,No,No,No,No,"In general, I'm working toward authentic exteranlization this applies to the internal research and insights of my role",misc,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,Sr. Strategic Experience Design,designer,In-house private sector,20,"1,001+",Progressing,"envisioning future-facing, cross-functional initiatives - explorative, qualititative design research",No,Yes,Yes,Yes,developing research capabilities with in the company.,"learning/mentors,Evangelize research",604,609,507,409,605,307,,4,2,1,5,5,5,5,2,4,3,1,3,5,operationalizing research,rigour/standards,what does the future look like at my company,misc,find a mentor,learning/mentors,
1.5,2,Founder,other,In-house private sector,1,1,Progressing,validating and expanding current knowledge,No,No,No,Yes,gathering feedback for product Alapha,(product) impact/actionable insight,408,403,206,,,,,5,5,5,5,4,5,2,2,2,5,5,3,3,figure what to ask and when to ask,rigour/standards,building a product led organization,"lead/manager role,misc",,,
5,5,UX Designer / Researcher,researcher,Freelance,,,,a little bit of everything,No,,,Yes,Looking for a role to grow into a senior level resarcher/designer,"learning/mentors,researcher role development",,,,306,503,201,,,,,,,,,,,,,,,,,,,,,
1,1,Asst Manager,other,Public sector,0,"1,001+",I'm not sure,"sales, customer service, product advice",No,No,No,I'm not sure,,,301,601,604,506,607,504,,4,1,1,4,2,3,1,1,1,1,2,3,2,recruitment,participant recruitment,"more higher level research topics, strategies, etc.",strategy,read more research books,learning/mentors,
10,4,UX Researcher,researcher,Agency,,,,"Consulting on research methods, planing and carrying out studies, creating reports",Yes,Yes,No,Yes,Sr Researcher,"learning/mentors,researcher role development",501,106,303,501,401,304,,3,5,3,2,3,2,5,5,5,2,3,4,,Persuading non researchers to ask more questions,"communication/storytelling,collaboration",voice interactions,misc,join another project,misc,I would like to learn more about mentorship activities
5,9,Sr Product Designer,designer,In-house private sector,1,101–500,Early,"Genera UX design, using service design methodology -- basically guerilla research; scrappy stuff",On Waitlist,Yes,No,Yes,working towards establishing a research practice,rigour/standards,602,204,301,111,608,505,,4,4,2,3,3,3,4,2,2,3,4,4,4,,,,,,,
